GOID	GO_term	Cluster frequency	Background frequency	Corrected P-value	False discovery rate	Gene(s) annotated to the term	Directly Annotated GOID List
16020	membrane	"1040 out of 4402 genes, 23.6%"	"1316 out of 6473 background genes, 20.3%"	2.86E-20	0.00%	C1_00090W_A:RIM8:RPL16A:C1_00210C_A:PHR2:C1_00320W_A:HMX1:ENA2:C1_00470C_A:PSD1:C1_00660C_A:RIC1:VPS27:ROT1:C1_00810W_A:C1_00830W_A:LRO1:GEM1:C1_01050C_A:CCH1:MRS7:C1_01400C_A:CRL1:ABC1:C1_01490W_A:VPS17:CTN1:C1_01750W_A:HOL4:PTR3:ROA1:HGT1:HSP30:C1_02040C_A:PHO91:HSP31:HGT2:C1_02200C_A:CWH8:TIM21:MNN11:C1_02410C_A:GSC1:C1_02490C_A:C1_02510W_A:DIP5:PUT4:IML1:EXG2:TOM20:MNN43:LYS2:YKT6:YPT7:C1_02960C_A:HOL1:TEM1:C1_03100W_A:GGA2:COQ4:C1_03330C_A:SEC62:C1_03470C_A:C1_03490W_A:YPT1:IMP1:C1_03690W_A:MNS1:HMG1:ELA1:C1_03920C_A:C1_03940W_A:C1_03960C_A:KTR4:C1_04200C_A:C1_04280C_A:SSA2:C1_04340C_A:VPS16:ATP1:C1_04630C_A:DUR3:SYG1:ERG3:TCO89:SEC21:RHD1:C1_05010C_A:GPI7:GPT1:C1_05120W_A:C1_05210C_A:SDH1:C1_05280W_A:KOG1:C1_05490C_A:SSH1:GSL1:UGA4:PHO87:C1_05980W_A:C1_06000W_A:CHS7:RGD1:C1_06050C_A:NPL4:MDM34:C1_06270W_A:BPH1:HAK1:VPS34:NPR1:C1_06860W_A:DHH1:GAP4:C1_07210C_A:ALG9:SEC34:PEX3:C1_07440W_A:GPI8:IST2:C1_07590C_A:ATP7:VRG4:ERD1:IRE1:CDR4:C1_08180C_A:MLT1:OPY2:OLE1:UPC2:ENO1:C1_08540C_A:VCX1:ERG1:C1_08610C_A:SEC24:C1_08780W_A:TPO3:C1_08800W_A:HEM14:KEX2:NAR1:COX5:C1_09060C_A:IPT1:SSU81:AOX1:C1_09210C_A:C1_09220W_A:CRP1:C1_09360C_A:RIM20:C1_09430W_A:MTS1:URA1:SHY1:TVP18:VPS41:C1_09950C_A:C1_09980C_A:SAC1:ERO1:C1_10200C_A:CLA4:GCA1:C1_10340W_A:C1_10540C_A:FCY23:C1_10710C_A:VPS23:SFT2:CDC48:ALP1:BIG1:ERP5:C1_10960W_A:C1_11010C_A:C1_11140W_A:WBP1:TIM50:CHO1:SAM2:DPP1:PHO84:PLD1:C1_11600W_A:C1_11620W_A:FUS1:DPP2:AVT4:C1_11800C_A:C1_11860W_A:MUP1:C1_11920W_A:PXA2:MCD4:RBD1:C1_12430W_A:IRA2:PEP1:RAX2:C1_12580W_A:FEN1:C1_12930C_A:SEC2:C1_13010W_A:SPC3:CHS3:MON2:C1_13130C_A:C1_13190W_A:C1_13260W_A:C1_13280C_A:C1_13290W_A:AGC1:KEM1:HYR1:HSP70:C1_13490C_A:GUP1:MYO2:DUR32:C1_13840W_A:DAL7:LCB2:DUR7:APL1:YPT52:RPL4B:FTR1:C1_14200W_A:FTR2:MDG1:NCR1:WSC4:C1_14380C_A:DDI1:SAM35:C2_00400C_A:POM152:C2_00540W_A:SMF3:C2_00700W_A:C2_00740C_A:C2_00750W_A:C2_00820W_A:HGT7:HGT8:HGT6:ERG28:BCY1:KAR2:PEX12:C2_01340W_A:SNX4:DCW1:SMP2:STT3:MSB2:SRD1:FAB1:C2_02000W_A:SPR3:SAM37:C2_02180W_A:ZRC1:TLG2:OPI1:C2_02280W_A:ENT3:ECM3:C2_02440W_A:C2_02490C_A:C2_02570W_A:ZRT2:HGT20:C2_02800W_A:SUR2:SMP3:EFT2:FEN12:AVT7:CHK1:HOG1:C2_03340W_A:DFG16:C2_03410W_A:C2_03460C_A:C2_03500W_A:YIM1:STE11:C2_03800C_A:C2_03910C_A:GPI13:SCH9:DCK1:SSY1:STE4:VPS36:RIM2:GDT1:NDH51:KTR2:MDM10:ITR1:RHO3:PEX2:C2_05170W_A:GPI19:C2_05290C_A:MDJ2:CDC19:ATP4:VPS35:PNG2:C2_05720C_A:GWT1:SPO7:C2_05800C_A:VPS33:SPO72:CNT:C2_06040C_A:PMT4:GSP1:C2_06430C_A:C2_06440C_A:RTA3:RTA2:C2_06520C_A:SPF1:GIT1:FRP3:PST1:YPT72:ARE2:SMF12:TOR1:SSC1:C2_07440C_A:C2_07550W_A:C2_07580W_A:VMA10:C2_07640W_A:YVC1:C2_07760W_A:C2_07810W_A:APM4:SIT1:PHM7:C2_08170W_A:VMA5:C2_08270C_A:OPT5:RSP5:ANP1:GTR1:ERG9:PST2:C2_08700C_A:JEM1:C2_08860W_A:VPS28:SLP2:C2_09280C_A:ABG1:ERG24:C2_09620W_A:C2_09680W_A:YEA4:SSO2:INP51:TIM23:C2_09930W_A:FCY21:YOR1:C2_10010C_A:C2_10200W_A:RAS1:SPT23:C2_10470C_A:GYP5:C2_10720C_A:C2_10790C_A:C2_10850C_A:BNA4:C3_00390W_A:C3_00570C_A:FLO9:C3_00630W_A:NGT1:VPS8:CHS8:ERG4:C3_00850C_A:ATO1:MSS4:C3_01170W_A:PMC1:GEA2:BZZ1:C3_01540W_A:C3_01610W_A:TFP1:C3_01680C_A:C3_01720C_A:UTR2:BRO1:AFG3:MNT1:MNT2:ALG8:C3_01950C_A:RNA1:C3_02030W_A:C3_02080W_A:ERG6:GPA2:C3_02290W_A:MEP1:ALR1:COX7:PET111:APL2:APL5:SLC1:C3_02690C_A:C3_02850C_A:C3_03070W_A:C3_03110W_A:DAL5:DAL4:SEC13:C3_03230C_A:C3_03250W_A:NPR2:FCY2:VTI1:NDE1:C3_03440C_A:C3_03560W_A:FUR4:DAL9:CCC1:C3_03760W_A:C3_03820C_A:SAP9:PEP8:CSC25:AAP1:CDR11:C3_04080W_A:C3_04120C_A:DAL8:WSC1:C3_04260W_A:CTP1:VAM3:C3_04360W_A:C3_04460W_A:RAS2:DUR35:MEA1:C3_04720C_A:C3_04780C_A:C3_04800C_A:CDR2:NCE102:HGT4:PHB2:ATG9:C3_05110W_A:CDR1:HGT5:C3_05280C_A:DIE2:C3_05380W_A:GPI1:DNM1:OST1:QDR2:GAP2:ATO6:YCK2:C3_05680W_A:CHS4:LAC1:SAM50:C3_05800W_A:SKN1:KRE6:C3_05900W_A:MNN9:C3_06050C_A:GDA1:C3_06410C_A:C3_06420C_A:C3_06440W_A:HST6:C3_06520C_A:C3_06560W_A:JEN1:C3_06700C_A:C3_06710W_A:C3_06750W_A:TDH3:PMT2:C3_06950W_A:C3_06990W_A:FESUR1:C3_07120W_A:C3_07130W_A:C3_07170C_A:C3_07230W_A:UBI4:SLK19:C3_07350W_A:DLD2:EVP1:VAN1:C3_07550C_A:C3_07850W_A:SRB1:VMA6:PEX5:ECM7:C4_00190W_A:ATP2:STE24:MNN10:PEP7:RCH1:HOF1:MNR2:C4_00410W_A:MEP2:DUR4:PAM18:MMM1:TOK1:C4_00680W_A:C4_00780C_A:C4_00820W_A:C4_00860C_A:C4_00990W_A:HGT17:AGP2:C4_01300W_A:ERG251:C4_01670C_A:ATG11:PHO89:HSX11:GPI14:ERV29:C4_02150C_A:BFR1:AMS1:C4_02400C_A:C4_02420C_A:C4_02460W_A:C4_02510W_A:EMP70:SUL2:SEN2:C4_02670W_A:C4_02720C_A:CRH11:C4_02950C_A:C4_03110W_A:C4_03130W_A:VTC4:CSH3:C4_03560W_A:OSH3:SPO75:C4_03700W_A:C4_03710C_A:C4_03750C_A:C4_03810W_A:C4_03920W_A:JEN2:C4_04090C_A:C4_04130W_A:AXL2:C4_04180C_A:C4_04230W_A:C4_04240C_A:C4_04250W_A:FZO1:COX11:FRE10:VAC7:C4_04440W_A:ATG1:PHR1:OMA1:RCE1:SCS7:PMT6:C4_04800W_A:AGP3:C4_04980W_A:C4_05080C_A:MYO5:VAC8:C4_05210W_A:VPH1:USO1:C4_05330C_A:C4_05350W_A:C4_05360C_A:PUF3:GAP5:CBR1:GVP36:TUB4:YME1:SEC23:CFL1:VPS11:VPS13:CWH41:TRP5:C4_06140C_A:C4_06230C_A:ERG26:C4_06370C_A:VMA8:C4_06430C_A:C4_06440C_A:XUT1:PDC11:C4_06650W_A:C4_06680C_A:C4_06740C_A:C4_06770W_A:ARR3:C4_06910W_A:ZRT101:C4_07040W_A:YDC1:C5_00040C_A:CDC11:C5_00080C_A:C5_00140C_A:FET33:SEC14:C5_00570W_A:SAM51:ERG11:C5_00760W_A:IMP2:GIT4:GIT3:GIT2:C5_01170W_A:VPS1:AUR1:GPR1:SGE1:C5_01290C_A:SNF1:C5_01350W_A:CFL4:CFL5:C5_01410C_A:C5_01420W_A:C5_01440C_A:C5_01490C_A:SPO1:CEF3:DAL52:HIP1:RIM21:CDC24:C5_02110W_A:SST2:PTH1:RET2:C5_02320C_A:ECM331:C5_02590C_A:PEP12:C5_02740W_A:GAP1:DAP2:C5_02990W_A:CCC2:TNA1:C5_03080C_A:C5_03120W_A:C5_03140C_A:QCR2:C5_03470C_A:C5_03480C_A:GAP6:C5_03940C_A:C5_03960W_A:C5_03970W_A:MID1:C5_04050W_A:C5_04150C_A:C5_04170W_A:SFC1:CSU57:C5_04620C_A:C5_04640C_A:TIP1:SRP101:C5_04710W_A:C5_04860C_A:MAL31:C5_04950C_A:C5_05020C_A:RIM13:C5_05040W_A:C5_05230C_A:PRE1:PGA4:APM1:DES1:C6_00230W_A:C6_00260W_A:CPH2:STV1:C6_00310W_A:GNP1:SRO77:C6_00430C_A:FET34:FET3:FET99:FET31:NHX1:C6_00710W_A:COX15:FAT1:CTR1:CAN3:CAN1:RIM9:CAN2:C6_01120C_A:C6_01130W_A:VPS15:QDR3:FIG1:C6_01370W_A:HOC1:C6_01400W_A:FRP6:C6_01520W_A:C6_01560W_A:PTK2:SUR7:SEC12:COQ3:C6_01870C_A:C6_01880W_A:YHM1:MCR1:SLM2:CHC1:C6_02150C_A:C6_02180W_A:SAR1:SEC27:ALG11:HRR25:SEC20:C6_02640C_A:C6_02650C_A:C6_02680W_A:STE23:C6_02930W_A:C6_02970C_A:PEP3:C6_03040C_A:MDL2:MDR1:C6_03300C_A:C6_03390W_A:QCR7:C6_03620C_A:CDC50:ORM1:HGT10:C6_03800C_A:SNQ2:IHD1:SNF4:C6_04100W_A:C6_04110W_A:ATM1:C6_04250W_A:PEX11:C6_04340W_A:C6_04370W_A:C6_04440C_A:C6_04470C_A:C6_04550C_A:NAG6:NAG3:CSA1:C7_00230W_A:C7_00270W_A:HGT12:HGT13:PMR1:DFI1:PEL1:FGR2:C7_00630C_A:SSR1:PHM5:C7_01510W_A:FLU1:BEM2:NUP:C7_01600W_A:C7_01610W_A:KCH1:C7_01660C_A:C7_01710W_A:C7_01740C_A:C7_01750W_A:VMA11:C7_01880C_A:NUC2:C7_01950W_A:C7_01960W_A:TOM40:C7_01990C_A:C7_02000C_A:HSP90:EXO70:LIG1:FMP45:SEC1:YCF1:C7_02470C_A:C7_02480W_A:PEX1:DPP3:TOM70:EPT1:CHS1:ERG5:C7_02860C_A:PMT1:ENA21:ECM39:C7_03040W_A:C7_03050W_A:CYR1:LMO1:C7_03590C_A:MNN26:C7_03800W_A:C7_03980W_A:ENV7:C7_04160W_A:TPO2:UFE1:NAD1:COX3A:ATP9:ATP6:COX1:CM_00220W:CM_00230W:CM_00240W:CM_00250W:NAD2:COB:CM_00340W:NAD4L:NAD5:NAD4:COX3B:KIN2:PXA1:CR_00420W_A:ACC1:GSL2:TRM1:CCE1:ATO10:ATO9:CR_00990W_A:SLN1:LAG1:CR_01130W_A:ERG27:SFT1:HSE1:CR_01220W_A:CR_01260W_A:FTH2:CWH43:ATP3:CR_01320C_A:CR_01340W_A:MGE1:CSP37:CR_01490C_A:CR_01630C_A:SEC4:PTR2:MRS2:CRC1:OPT1:MDL1:OPT3:OPT2:GEF2:ERG25:CR_02380C_A:PHO112:OPT4:ALG5:RHO1:APL4:CR_02910W_A:CR_02940C_A:HGT18:CR_03120W_A:CR_03130W_A:CR_03180W_A:VHT1:MTG1:CR_03430W_A:HXT5:CR_03600C_A:VTC3:CR_03620C_A:CR_03640C_A:CR_03730C_A:HGT3:CR_03860C_A:TPO4:CR_03930C_A:CR_03960C_A:SEC22:SEC63:YDJ1:QDR1:CR_04280C_A:SEC26:GPI2:HXK2:PRE6:CDC10:CR_04610C_A:CR_04620C_A:UGP1:CR_04730W_A:CR_04760C_A:PEX14:LYP1:VMA13:HGT9:CR_05140W_A:MNT3:CR_05480W_A:STE13:MTG2:CR_05700C_A:VMA2:ISC1:ADP1:CR_05970C_A:CR_06070W_A:CR_06230W_A:PPZ1:CR_06470W_A:HSP60:CR_06520C_A:STE2:CR_06640C_A:SEO1:CR_06790C_A:ALG6:URA2:STT4:FLC2:ALK8:CR_07160C_A:EMP46:HGT16:CR_07350W_A:PIF1:CR_07480W_A:EMP24:CR_07660C_A:HGT14:PTC6:TRK1:FGR32:SSB1:DCP2:CR_08200C_A:CR_08430W_A:CR_08470W_A:SSY5:CR_08640C_A:CR_08650C_A:CR_08680C_A:PEX13:SLP3:CHS2:CR_09110C_A:SSU1:PHO88:FCY24:ELF1:CR_09390C_A:RTA4:PLB3:CR_09700W_A:CR_09750C_A:PMT5:CR_09830W_A:GNP3:CR_09920W_A:MSS51:CR_10140W_A:FAA4:CR_10420W_A:CR_10510W_A:CR_10600C_A:CR_10640W_A:LTV1:CR_10770W_A:CR_10800C_A:ATP16	8250:276:9986:5744:44853:30122:46658:51286:5881:5759:71563:30894:1990023:30685:30125:30906:220:5887:32153:98562:43541:42597:30121:44697:36266:33565:30131:5640:5797:45261:33254:97586:1990531:71595:31303:70057:1990529:1990131:30140:32177:930:32865:31982:15:5778:44232:1990904:34515:5784:31520:31211:1902716:139:5789:31021:35859:61576:42406:30136:61496:34098:145:71957:44695:5761:62040:5768:131:42720:1990316:5794:5938:44613:71261:33177:30287:31305:5637:1990578:43291:10494:12510:30117:5741:97583:32160:70772:19773:110085:31965:30956:120155:324:5793:16459:31234:42765:5756:34274:5825:1990429:35838:1990130:97582:71627:44732:5952:1903561:5874:5641:1401:35658:72546:5737:17059:61497:936:5780:34066:35840:31310:214:9365:31521:30132:71782:10008:221:12507:97575:34271:5937:30428:22626:31225:31080:30127:45121:43596:120095:99020:97002:5769:97658:32175:506:136:44614:144:5934:838:70250:98745:72380:5787:120104:34099:928:98753:5742:32588:5968:45009:31090:30446:51285:70939:30061:5829:71561:328:30137:1990819:5783:45160:120171:813:31304:30479:5747:5779:399:33101:5834:5788:32169:5730:17119:32541:5746:31166:61908:31224:97584:5628:42645:407:31966:30133:70867:785:329:30427:5816:5621:5750:35839:34064:775:97042:923:35841:22625:9898:33180:31463:151:30123:148:1990877:30126:5940:44284:5840:42764:36391:31680:70449:932:5635:31931:935:70971:71014:30688:31227:138:33179:5801:137:31201:43332:5751:1400:792:31901:72687:30176:42175:31942:32473:33573:32432:814:30134:31985:228:31105:5935:5639:30445:5776:1990415:1990873:1990112:31207:48471:32178:30905:97038:71944:71341:90512:5773:32126:32152:16471:31235:16020:70319:5634:61617:32168:5576:34657:30139:5745:5654:34424:5619:34448:32154:31501:1990816:46809:5886:19898:34272:32045:815:31307:5622:31941:142:31097:31410:30897:5777:30173:61499:31932:837:133:5743:5795:31588:9277:70056:44233:30130:5933:5749:5754:5740:5798:5802:19897:1990530:31314:31902:90726:70762:274:306:34270:32040:839:99021:35842:98553:30904:33551:5774:30659:16021:5771:5770:5844:72686:71458:421:5811:35861:5876:5824:1405:5758:5739:5822:32151:35339:19774:33263:5657:5643:1411:12505:5785:35974:34399:32592:34993:781:10009:70916
12505	endomembrane system	"519 out of 4402 genes, 11.8%"	"628 out of 6473 background genes, 9.7%"	2.34E-15	0.00%	C1_00210C_A:C1_00320W_A:HMX1:C1_00660C_A:RIC1:VPS27:ROT1:ERG2:C1_00810W_A:LRO1:GEM1:C1_01050C_A:TRS20:C1_01400C_A:VPS17:C1_01890C_A:C1_02000W_A:C1_02160W_A:C1_02240W_A:CWH8:MNN11:GSC1:C1_02510W_A:C1_02760W_A:YKT6:C1_03100W_A:GGA2:C1_03330C_A:SEC62:C1_03450C_A:YPT1:C1_03690W_A:MNS1:HMG1:C1_03920C_A:C1_03960C_A:C1_04110W_A:BST1:C1_04200C_A:C1_04280C_A:C1_04340C_A:APE2:VPS16:ATP1:C1_04630C_A:ERG3:SEC21:GPI7:PRD1:C1_05320C_A:SSH1:C1_05660C_A:CHS7:RGD1:NPL4:MDM34:C1_06480C_A:VPS34:NPR1:ALG9:SEC34:PEX3:C1_07440W_A:GPI8:C1_07490C_A:IST2:C1_07590C_A:C1_07690C_A:VRG4:IRE1:C1_08180C_A:C1_08340C_A:OLE1:ERG1:C1_08730W_A:SEC24:C1_08800W_A:KEX2:RIM20:NUP188:C1_09750W_A:TVP18:C1_09840C_A:C1_09950C_A:SAC1:ERO1:MNN12:LKH1:C1_10680C_A:VPS23:SFT2:CDC48:BIG1:C1_10960W_A:C1_11140W_A:WBP1:CHO1:PLD1:C1_11600W_A:C1_11620W_A:C1_11800C_A:CAS1:C1_11860W_A:C1_11910W_A:C1_11920W_A:MCD4:IRA2:PEP1:GSG1:FEN1:C1_12920C_A:BNI1:SEC2:SPC3:MON2:AKR1:GUP1:SEC18:OSM2:MYO2:C1_13840W_A:LCB2:DOA4:APL1:YPT52:C1_14200W_A:WSC4:C2_00320W_A:POM152:ERG28:KAR2:C2_01170C_A:C2_01220W_A:C2_01310W_A:SNX4:SMP2:SLA1:STT3:FAB1:C2_02000W_A:C2_02170W_A:ZRC1:TLG2:OPI1:ENT3:SAC3:C2_02720W_A:LHS1:C2_02800W_A:SUR2:SCT2:SMP3:FEN12:C2_03340W_A:C2_03410W_A:C2_03530W_A:STE11:C2_03800C_A:C2_03910C_A:CHS5:VPS36:GDT1:KTR2:ERG20:TPO5:MDM10:C2_05050C_A:C2_05220C_A:GPI19:VPS35:COG4:C2_05720C_A:GWT1:SPO7:C2_05800C_A:C2_05850C_A:VPS33:C2_06040C_A:PMT4:RTA2:SPF1:C2_06620W_A:ARE2:LPT1:GLE1:C2_07810W_A:PHO86:APM4:SIT1:C2_08170W_A:RSP5:ANP1:GTR1:ERG9:JEM1:VPS28:ABG1:C2_09620W_A:C2_09680W_A:YEA4:SSO2:C2_10200W_A:SPT23:C2_10470C_A:MTR2:C2_10790C_A:C2_10850C_A:C3_00390W_A:VPS8:ERG4:SCT1:FLC1:GEA2:C3_01720C_A:BRO1:MNT1:MNT2:DBP5:ALG8:RNA1:C3_02080W_A:STE50:ERG6:APL2:C3_02690C_A:C3_02850C_A:DAL4:SEC13:VTI1:GTT12:FUR4:C3_03680W_A:CCC1:GTT11:PEP8:CSC25:C3_04260W_A:C3_04360W_A:NUP85:ARV1:C3_04780C_A:SEC7:C3_04940W_A:ARF2:DIE2:GPI1:OST1:GAP2:C3_05680W_A:KRE6:UBP1:MNN9:GDA1:MMS21:C3_06410C_A:C3_06440W_A:HST6:C3_06520C_A:C3_06750W_A:PMT2:C3_07120W_A:C3_07130W_A:C3_07230W_A:C3_07350W_A:VAN1:NUP159:ATP2:STE24:MNN10:PTC7:PEP7:C4_00410W_A:NMD5:MMM1:PCT1:C4_00780C_A:AGP2:C4_01300W_A:C4_01660W_A:GPI14:BFR1:BEM3:C4_02400C_A:C4_02420C_A:C4_02460W_A:EMP70:C4_02670W_A:C4_02950C_A:C4_03110W_A:C4_03130W_A:VTC4:CSH3:OSH3:NUP84:C4_03810W_A:C4_03850W_A:C4_04090C_A:C4_04180C_A:C4_04230W_A:C4_04440W_A:RCE1:GYP1:PMT6:C4_04800W_A:C4_05080C_A:C4_05180C_A:C4_05210W_A:USO1:C4_05350W_A:GVP36:TUB4:SEC23:VPS11:ALG1:CMD1:CWH41:C4_06130W_A:C4_06230C_A:ERG26:NUP60:C4_06440C_A:C4_06460C_A:CEK1:PRI2:C4_06650W_A:C4_06680C_A:C4_06740C_A:C4_06770W_A:YDC1:C4_07200C_A:C5_00040C_A:C5_00080C_A:ROT2:SEC14:ERG11:C5_00760W_A:C5_01170W_A:VPS1:AUR1:SNF1:C5_01350W_A:C5_01410C_A:C5_01470C_A:SPO1:RCY1:PIKA:C5_01920C_A:C5_02050W_A:C5_02110W_A:RET2:C5_02320C_A:PEP12:C5_02830W_A:MIG1:CCC2:C5_03120W_A:C5_03140C_A:C5_03550W_A:MTR10:BUD7:MID1:C5_04150C_A:CSU57:C5_04640C_A:TIP1:SRP101:HAS1:C5_04860C_A:C5_05020C_A:RIM13:C5_05040W_A:TIP20:PRE1:APM1:STV1:C6_00310W_A:C6_00560W_A:NHX1:SLY41:C6_00710W_A:FAT1:C6_01120C_A:C6_01370W_A:HOC1:C6_01460C_A:SEC12:CHC1:C6_02180W_A:SAR1:ALG11:HRR25:SEC20:C6_02630C_A:C6_02640C_A:C6_02680W_A:VPS51:C6_02930W_A:PEP3:C6_03180C_A:C6_03300C_A:C6_03460W_A:C6_03470W_A:CCZ1:CDC50:ORM1:NUP82:SNF4:C6_04100W_A:PEX11:C6_04340W_A:GLE2:C6_04470C_A:NAG6:PMR1:C7_00340C_A:C7_00790W_A:KEX1:C7_01480W_A:C7_01660C_A:C7_01740C_A:LIG1:FMP45:C7_02470C_A:TEP1:C7_02670W_A:ERG5:C7_02860C_A:PMT1:ECM39:C7_03050W_A:CHS6:CYR1:C7_03800W_A:C7_03980W_A:KAP120:ENV7:UFE1:CR_00230W_A:CRM1:ACC1:CR_00690C_A:TRM1:CR_00990W_A:ERG27:SFT1:HSE1:CWH43:ATP3:CR_01490C_A:SEC4:OPT1:OPT3:CEX1:ERG25:CR_02380C_A:CR_02610C_A:ALG5:RHO1:APL4:MLC1:CR_03130W_A:SYN8:CR_03180W_A:CR_03430W_A:CR_03600C_A:VTC3:ULP2:HST7:CR_03930C_A:CR_03960C_A:SEC22:MEX67:SEC63:CR_04280C_A:SEC26:GPI2:PRE6:DIT2:CR_05130C_A:CR_05140W_A:MNN21:STE13:CR_05700C_A:ISC1:CR_05900W_A:CDC28:CR_06070W_A:CR_06470W_A:CR_06520C_A:CR_06560C_A:CR_06640C_A:ALG6:DSL1:FLC2:ALK8:EMP46:CR_07350W_A:EMP24:CR_07660C_A:FGR32:CR_08300C_A:CR_08330W_A:CR_08470W_A:CR_08640C_A:CR_08650C_A:ARF1:CR_09230C_A:PHO88:PLB3:CR_09750C_A:PMT5:CR_10290C_A:CR_10390W_A:CR_10590W_A:LTV1:VPS52:CR_10800C_A:CR_10810C_A:ATP16	8250:9986:44853:30122:46658:51286:30008:71563:30894:1904423:17177:1990023:30125:30906:5887:32153:43541:42597:30121:31560:42272:36266:33565:30131:5640:5797:45261:33254:97586:71595:31303:70057:1990529:1990131:30140:930:32865:31982:5778:1990904:34515:5784:31520:31211:1902716:5789:139:31021:35859:44612:42406:30136:61496:34098:776:44695:71957:62040:131:5768:502:307:5794:5938:44613:71261:61957:30287:5637:1990578:10494:12510:30117:5741:97583:70772:19773:110085:5658:31965:120155:324:5793:31234:16459:42765:16460:5756:1990429:5825:35838:97582:44732:1903561:5874:5641:1401:35658:72546:5737:17059:70390:61497:936:34066:35840:5884:31310:31521:30132:10008:71782:12507:97575:34271:30428:31080:30127:45121:120095:99020:5769:97658:506:136:144:44614:5934:838:42564:5787:120104:34099:928:98753:32588:31090:30446:51285:70939:1990070:5829:71561:328:30137:1990819:5783:45160:813:30479:5779:33101:5788:5730:17119:32541:140224:31224:97584:5628:42645:407:31966:30133:70867:30427:329:5816:1990964:775:923:35841:9898:1990072:151:148:30126:5840:5635:61493:935:70971:30688:33179:138:31227:5801:137:43332:31201:31901:43529:42175:30176:32432:814:30134:31985:30687:228:5935:5639:30445:5823:1990112:48471:31207:32178:30905:97038:44615:71944:71341:1990071:5773:31235:70319:16020:5634:5576:30139:5654:34424:34448:32154:31501:1990816:5886:43564:19898:34272:938:815:32045:31307:5622:31941:31097:142:31410:5777:30897:30173:31561:61499:837:133:5795:31588:70056:9277:44233:30130:5933:5740:5754:5798:5802:30915:1990530:31902:90726:70762:306:99021:839:98553:30904:33551:5774:16021:5771:5844:5770:72686:71458:5811:5824:44611:5758:5739:5822:35339:19774:33263:5643:1411:12505:5785:35974:34044:34399:34993:781:10009:70916
