GOID	GO_term	Cluster frequency	Background frequency	Corrected P-value	False discovery rate	Gene(s) annotated to the term	Directly Annotated GOID List
61919	process utilizing autophagic mechanism	"301 out of 1374 genes, 21.9%"	"936 out of 6473 background genes, 14.5%"	3.69E-14	0.00%	RIC1:VPS27:SIN3:STB5:C1_01540W_A:PTR3:C1_02320C_A:C1_02390W_A:C1_03170C_A:C1_03330C_A:AGE1:STR2:C1_03920C_A:C1_03960C_A:BET4:C1_04150C_A:RPN4:TUS1:C1_04560W_A:C1_04640W_A:C1_04780C_A:RPM2:C1_04960C_A:C1_05280W_A:C1_05320C_A:C1_05370C_A:SIP5:RTT101:HAC1:C1_06390W_A:BPH1:VPS34:SEC34:KSP1:ECO1:SMI1:C1_07980C_A:TERT:C1_08340C_A:RTG1:C1_09070W_A:ZCF28:PTC1:RIM20:PSP1:C1_11690W_A:ZCF30:PKH2:PEP1:GSG1:RVS162:C1_12840W_A:SEC2:MON2:KNS1:C1_13560W_A:C1_13650C_A:MODF:CDH1:BCY1:SMP2:BMT5:C2_01680C_A:HAP42:C2_01870C_A:ZCF6:SRD1:FAB1:SNF2:C2_02180W_A:TLG2:C2_02520W_A:DFG16:C2_03500W_A:STE11:C2_03780C_A:C2_03910C_A:DCK2:DCK1:VPS36:SSN3:C2_04280W_A:RIM11:C2_04330C_A:YAK1:KIC1:BIO32:COG4:SPO72:C2_06620W_A:AFT2:APM4:BLM3:VMA5:RSP5:GTR1:C2_08700C_A:C2_08720W_A:C2_08740W_A:C2_08830W_A:C2_09480W_A:C2_09620W_A:C2_09810C_A:C2_09850C_A:C2_09960W_A:YOR1:C2_10050W_A:C2_10060C_A:UBP8:SPT23:C3_00610W_A:C3_00940W_A:C3_01070C_A:C3_01220W_A:ZCF8:IRO1:BRO1:SCM3:C3_01790C_A:C3_01820W_A:VTI1:C3_03430C_A:C3_03510C_A:HGT5:C3_05360C_A:GPI1:C3_05420W_A:TEA1:SSN8:C3_05760W_A:C3_05850W_A:MRR1:CTA4:C3_05990C_A:REV3:C3_06550C_A:C3_06560W_A:C3_06610W_A:FUN31:TRY6:TPD3:C3_06950W_A:C3_06990W_A:RRD1:C3_07100C_A:C3_07120W_A:C4_00500W_A:MLH1:C4_01130C_A:C4_01290W_A:OPT6:ZCF27:ATG11:RFX2:ZCF26:BEM3:C4_02420C_A:ARG83:RGT1:UBR1:MGM1:JAB1:RPN6:PTP2:C4_03920W_A:MET4:C4_04090C_A:C4_04180C_A:C4_04560C_A:C4_05080C_A:SRB8:VAC8:C4_05220C_A:VPH1:C4_05350W_A:PUF3:C4_05790W_A:C4_05870C_A:GAT1:PPS1:C4_06230C_A:SEC3:C4_06440C_A:BUD2:C5_00760W_A:FCR3:TAC1:ZNC1:C5_02450W_A:C5_02510C_A:PUT1:RAD9:C5_02750C_A:GYP8:C5_03140C_A:ZCF14:ZCF13:FGR27:C5_03970W_A:MID1:C5_04050W_A:C5_04870W_A:PPR1:C6_00170C_A:C6_00560W_A:C6_00700C_A:C6_00710W_A:SEC8:SEC9:VPS15:C6_01470W_A:TRY5:FGR47:C6_01620W_A:SLM2:C6_02140W_A:C6_02160W_A:C6_02680W_A:C6_02720C_A:LYS14:RAV2:C6_03000C_A:PEP3:C6_03050C_A:C6_03300C_A:C6_03320W_A:C6_03330C_A:C6_03420W_A:C6_03430C_A:C6_03520C_A:C6_03780C_A:C6_04120C_A:SEC5:C6_04280W_A:C6_04290W_A:C6_04370W_A:RIM15:ACB1:C7_00790W_A:C7_00810W_A:C7_00840C_A:C7_01070C_A:GCN2:C7_02220C_A:YPS7:TEP1:BCK1:CYR1:HSM3:PNC1:C7_03780C_A:SLA2:CM_00250W:CRM1:NTH1:PHO81:CR_00600C_A:CCE1:SLN1:CR_01080W_A:CR_01170W_A:CDC27:CDC4:CR_01720W_A:CR_02510W_A:ASG1:CR_02570C_A:CR_02630C_A:INN1:CR_02800C_A:VTC3:CR_03730C_A:DIT1:CR_04760C_A:MVB12:CDC43:PEX14:MED5:FGR14:CR_05730C_A:ADP1:CR_05980W_A:SOK1:PPZ1:BCR1:CR_06470W_A:CR_06520C_A:RGS2:CR_06640C_A:DSL1:CR_07350W_A:MNL1:TSC11:CR_09140C_A:AXL1:CR_09490W_A:CR_09570W_A:CR_09590W_A:PCD1:CR_10180W_A:CR_10190C_A	16237:32581:6261:32889:60258:36278:1902426:45324:737:1900443:6497:31939:30447:1932:463:55085:43409:7004:35653:33047:6882:16239:42766:55088:7039:30174:43066:45471:1990236:51666:30968:34497:31030:6673:71285:31497:10994:10674:1903452:7029:19358:1900239:6033:6003:33121:7155:1903833:70785:31929:32995:71470:34198:1904380:706:6351:30466:90481:1905530:10619:31940:8053:10526:34517:10697:6302:31571:90294:30242:10570:96:36177:9651:70783:1900228:51646:10507:10603:72431:160:6276:6790:15807:2143:9060:43619:288:51568:723:34316:31578:70887:2000220:44804:15937:30970:6348:6688:1900231:6537:46777:43087:7021:43966:480:70058:6303:2000059:6388:6260:77:70987:71596:34501:6970:10636:35024:60237:45:30437:33260:43486:7033:36168:6457:70550:7186:61419:70784:2000235:1:51447:32880:70786:71432:46685:10606:1900198:34729:10737:43065:35519:1904359:16485:6895:10525:31047:6810:44783:6797:61509:301:436:10620:43044:10447:48260:6357:43618:48210:2000158:36178:1900439:1900445:18106:51726:51701:44550:6913:61408:161:2000786:6821:1990116:9268:51039:45454:7052:19346:6486:34499:30476:16197:71260:6145:1903467:1927:6612:16242:18344:6336:8152:10133:6816:35616:34087:30010:71255:1900189:46686:38203:9847:43666:16575:36244:1900432:32443:1900428:43161:6301:2000134:98703:30473:1900399:6383:33554:51017:7059:16567:44409:1904659:82:710:7076:75308:6904:1900237:1904803:6644:36010:9267:6298:32000:42908:2181:6829:31573:6314:10515:2000185:45727:42273:31145:1900233:36170:956:71244:44407:256:35973:920:51276:6990:30448:5975:6513:72583:8380:1900102:31496:8298:46854:36086:36267:1682:16479:51457:30435:31384:10768:61429:43328:6629:1900241:6744:61641:1900442:55089:51168:6487:36297:45053:52163:31505:18345:31321:71322:35306:2000232:16560:71383:34727:72741:60628:97466:34976:6406:1903044:71763:1902600:7265:1900429:31146:16973:35543:36474:19388:6446:36003:2098:71453:19915:70941:10508:7124:90089:61158:31134:71465:42493:7165:51382:46355:70452:120174:42318:425:1904332:60211:6883:6417:2000238:7096:31648:71311:43162:9410:51038:6974:1905786:6006:1905342:6890:45944:71562:55:46580:921:6281:48315:19432:70973:1402:6333:70791:70417:11:30950:71459:33523:15031:30474:90630:1990854:43254:2000060:34307:7121:7232:16233:1901006:1990344:43248:7188:6893:44182:1903501:46827:727:10995:6511:1080:35023:70481:42276:42148:34629:16071:280:6906:16480:6914:6366:1901992:44528:45721:30643:6611:34599:7089:8643:1558:1904262:61395:36508:754:43555:6796:10793:71507:51601:71257:61186:34613:6508:6879:110027:31930:61406:61025:97320:18393:19220:51389:45719:6282:7346:71851:433:1905779:32436:30433:34498:9306:43547:61136:6891:6888:61709:423:70880:266:42149:70536:10796:6979:47484:18105:71472:422:71400:51321:6562:6999:120151:750:10468:6915:34067:71252:6396:140255:30148:36228:32120:188:44267:71629:36164:9058:6000:338:35871:70676:7005:34622:1904263:6817:16050:31860:9652:32956:42783:70651:1904668:60917:1905287:6506:6470:72671:755:122:8104:51865:281:1403:70682:70816:44419:183:7015:1905533:472:2000219:411:1903077:6397:1902499:32878:97308:43709:30036:6270:45762:6621:97316:48017:16579:30011:10992:38032:71406:72715:45807:1903778:97271:6338:6468:51056:7234:7035:1904382:71467:707:35103:34605:6995:6887:30952:1900436:51453:10795:321:36166:86:44406:7154:6360:289:6368:7094:729:71474:19933:2:435:51788:100002:35405:186:61188:2000203:147:6696:10811:749:10791:6355:5993:32258:48543:48208:44011:44805:16573:7264:282:42761:48309:8654:6896:6799:16578:6278:10514:6675:32200:6624:36171:7120:209:36092:117:16236:61412:1904669:32527:80135:7584:90579:71469:1990625:2000156:7131:31297:43200:1900376:45893:32968:42144:70940:6886:713:32048:71849:10794:71216:1990181:7034:6808:97745:6310:7163:70649:42147:45723:1904524:43937:72659:42546:34389:35970:2001159:19433:99022:7088:6289:35556:6623:1903364:1900430:70:9826:36180:34644:10673:31106:909:7118:70086:71902:42138:120113:61587:48313:35335:32186:8652:6171:71630:35542:32873:6897:32511:45842:31508:51974:6469:44088:35690:6633:196:16192
7034	vacuolar transport	"196 out of 1374 genes, 14.3%"	"559 out of 6473 background genes, 8.6%"	4.17E-12	0.00%	RIC1:VPS27:SHA3:AGE3:C1_02320C_A:C1_03170C_A:C1_03330C_A:STR2:C1_03920C_A:C1_03960C_A:C1_03990W_A:BET4:C1_04150C_A:C1_04280C_A:C1_04840C_A:C1_05930C_A:RGD1:RTT101:HAC1:C1_06360W_A:BPH1:VPS34:SEC34:C1_07390W_A:ECO1:RTG1:LYS142:PSP1:PKH2:PEP1:GSG1:RVS162:MON2:KEM1:C2_01170C_A:SMP2:C2_02180W_A:TLG2:ENT3:VPS36:SSN3:YAK1:KIC1:COG4:SPO72:C2_06620W_A:RSP5:GTR1:C2_08740W_A:RHA1:C2_09620W_A:C2_09930W_A:C2_09960W_A:C2_10020C_A:C2_10060C_A:UBP8:SPT23:RAD1:C3_00610W_A:C3_00790W_A:C3_01070C_A:C3_01140W_A:C3_01220W_A:ZCF8:C3_01570W_A:CDC53:C3_01720C_A:BRO1:SCM3:C3_01820W_A:C3_02410C_A:APL5:VTI1:C3_03430C_A:TEA1:PRE3:SSN8:C3_05850W_A:REV3:C3_06560W_A:C3_06600C_A:FUN31:TPD3:C3_06990W_A:RRD1:C3_07100C_A:C3_07120W_A:C4_00500W_A:MLH1:C4_01130C_A:C4_01290W_A:ATG11:C4_02420C_A:ARG83:C4_03600C_A:C4_03700W_A:C4_03920W_A:C4_04090C_A:C4_04180C_A:SRB8:VAC8:C4_05160C_A:C4_05220C_A:VPH1:C4_05340W_A:C4_05790W_A:C4_05870C_A:CWH41:SEC3:CDC68:HMS1:C5_00760W_A:FCR3:TAC1:C5_02450W_A:RAD9:C5_02750C_A:ZCF14:ZCF13:BUD7:C5_04870W_A:C6_00710W_A:SEC8:VPS15:C6_01220C_A:FGR47:C6_01620W_A:SLM2:C6_02140W_A:C6_02160W_A:C6_02680W_A:C6_02720C_A:LYS14:MIF2:C6_03000C_A:PEP3:C6_03290W_A:C6_03300C_A:C6_03330C_A:C6_03420W_A:C6_03520C_A:FGR17:PHO80:NUP82:C6_04120C_A:SEC5:C6_04280W_A:C7_00670C_A:RIM15:ACB1:C7_00790W_A:C7_00840C_A:C7_01070C_A:MRE11:C7_01480W_A:C7_02220C_A:YCF1:C7_03890C_A:CR_00600C_A:CCE1:CR_01080W_A:CR_01170W_A:CR_01180W_A:CDC27:CR_01260W_A:PIN4:CR_01720W_A:CR_02510W_A:CR_02630C_A:CR_02800C_A:APL4:SYS3:VTC3:MVB12:CDC43:PEX14:MED5:SIS1:PPZ1:CR_06470W_A:CR_06520C_A:ALG6:CR_07570W_A:TSC11:CR_09230C_A:AXL1:CR_09490W_A:CR_09570W_A:CR_09590W_A:WAL1:PCD1:SPT7:FGR34:CR_10180W_A:CR_10190C_A:CTM1	2000601:16237:6261:32889:60258:45324:1900443:6497:31939:30447:55085:35653:6882:16239:6325:7039:30174:43066:45899:30968:34497:51666:90156:31030:6673:71285:31497:70843:10994:10674:1903452:7029:6749:1903714:35719:6312:6003:70785:31929:71470:1902935:6351:30466:1905530:32784:10526:34517:6302:90529:31571:1901255:30242:6875:7063:10570:36177:9651:70783:10507:160:6276:6790:71963:2143:110055:9060:51568:723:70887:110045:15937:30970:6348:1900231:46777:43087:7021:43966:6303:70058:2000059:6260:77:70987:34501:6970:35024:60237:45:30437:33260:43486:7033:36168:6457:61419:70784:2000235:1:51447:32880:70786:71432:10606:34729:10737:6277:35519:30041:1902404:1904359:16485:6895:31047:6810:44783:6797:61509:301:10620:48260:10447:6357:43618:7533:48210:2000158:71243:90517:36178:1900439:1900445:51701:51726:6913:61408:2000786:16078:9268:51039:45454:51016:7052:6284:19346:6486:16197:30476:1927:6612:16242:18344:6336:35616:34087:30010:43144:71255:1900189:724:38203:16575:36244:32443:43161:6301:30473:6383:33554:51017:7059:16567:15723:82:9311:710:7076:6904:1990918:1900237:6644:36010:9267:6298:79:6829:31573:6606:10515:31145:32233:1900233:36170:956:71244:38202:920:51276:6990:30448:72583:5975:6513:8380:15802:6491:8298:46854:30435:31384:43328:51278:6744:61641:140278:55089:6488:6487:15893:45053:34221:31505:18345:31321:71322:2000232:16560:71383:34727:34976:42308:6406:1903044:71763:1902600:1900429:31146:28:16973:18022:35543:36474:19388:6521:43001:2098:19915:10508:70941:7124:61158:31134:42493:7165:51382:46355:425:60211:6883:6417:736:2000238:34724:31648:43162:60261:6974:6490:6890:30838:45944:71562:55:921:97552:6281:19432:9272:1402:6333:70417:11:30950:33523:71459:15031:90630:1990854:1901006:98849:6893:6334:44182:727:6511:30037:70481:42276:34629:61157:6906:280:6914:184:6366:1990591:1901992:45721:6611:34599:7089:8643:1558:10793:747:51601:61186:34613:44843:110027:31930:61406:97320:6296:18393:19220:45719:71851:433:32436:32297:30433:71996:34498:50849:9306:35753:6891:6888:61709:423:70880:1900433:902:42149:10796:1900444:6979:18105:71472:71400:422:6562:51321:1902432:46856:6915:34067:1990898:140255:30148:188:32120:6000:70676:7005:34622:1904263:45002:6817:16050:32956:70651:60917:10499:1905287:6506:6470:72671:755:8104:51865:122:281:1403:70816:44419:7015:1905533:6878:411:1903077:32878:45010:30036:6270:6621:48017:16579:71468:38032:1903778:45807:6338:31954:6468:7035:71467:35103:34605:6995:6887:30952:10827:51453:10795:321:86:7154:6360:6368:7094:729:71474:2:435:61188:2000203:1903475:147:6696:10811:10791:6355:32258:52559:735:44805:44011:7264:16573:42761:48309:8654:6896:2000813:16578:1990961:6675:32200:6624:36171:7120:7534:209:6751:36092:16236:32527:1904669:7584:71469:90579:7131:31297:6413:45893:32968:42144:6886:713:10794:51037:71216:7034:51258:6808:10038:6310:70649:7163:44396:45723:42147:72659:34389:2001159:45936:99022:7088:35556:6289:56:6623:1900430:99638:70:10673:34644:36180:32874:7118:70086:7117:71902:45835:36246:42138:120113:48313:32186:6364:71630:34063:35542:9749:71985:6897:32511:45842:51974:44088:35690:6633:90339:196:16192
6914	autophagy	"282 out of 1374 genes, 20.5%"	"898 out of 6473 background genes, 13.9%"	1.85E-11	0.00%	RIC1:VPS27:SIN3:STB5:C1_01540W_A:PTR3:C1_02320C_A:C1_02390W_A:C1_03170C_A:C1_03330C_A:AGE1:C1_03960C_A:RPN4:TUS1:C1_04560W_A:C1_04640W_A:C1_04780C_A:RPM2:C1_04960C_A:C1_05280W_A:C1_05320C_A:C1_05370C_A:SIP5:RTT101:HAC1:C1_06390W_A:BPH1:VPS34:SEC34:KSP1:ECO1:SMI1:C1_07980C_A:TERT:C1_08340C_A:RTG1:C1_09070W_A:ZCF28:PTC1:RIM20:PSP1:C1_11690W_A:ZCF30:PKH2:PEP1:GSG1:RVS162:C1_12840W_A:SEC2:MON2:KNS1:C1_13560W_A:C1_13650C_A:MODF:CDH1:BCY1:SMP2:BMT5:C2_01680C_A:HAP42:C2_01870C_A:ZCF6:SRD1:FAB1:SNF2:C2_02180W_A:C2_02520W_A:DFG16:C2_03500W_A:STE11:C2_03780C_A:C2_03910C_A:DCK2:DCK1:VPS36:SSN3:C2_04280W_A:RIM11:C2_04330C_A:YAK1:KIC1:BIO32:COG4:SPO72:AFT2:APM4:BLM3:VMA5:RSP5:GTR1:C2_08700C_A:C2_08720W_A:C2_08740W_A:C2_08830W_A:C2_09480W_A:C2_09620W_A:C2_09810C_A:C2_09850C_A:C2_09960W_A:YOR1:C2_10050W_A:C2_10060C_A:UBP8:SPT23:C3_00940W_A:C3_01070C_A:ZCF8:IRO1:BRO1:SCM3:C3_01790C_A:C3_01820W_A:VTI1:C3_03430C_A:C3_03510C_A:HGT5:C3_05360C_A:GPI1:C3_05420W_A:TEA1:SSN8:C3_05760W_A:C3_05850W_A:MRR1:CTA4:C3_05990C_A:REV3:C3_06550C_A:C3_06560W_A:C3_06610W_A:FUN31:TRY6:TPD3:C3_06950W_A:C3_06990W_A:RRD1:C3_07100C_A:C3_07120W_A:C4_00500W_A:MLH1:C4_01290W_A:OPT6:ZCF27:ATG11:RFX2:ZCF26:BEM3:ARG83:RGT1:UBR1:MGM1:JAB1:RPN6:PTP2:C4_03920W_A:MET4:C4_04560C_A:C4_05080C_A:SRB8:VAC8:C4_05220C_A:VPH1:C4_05350W_A:PUF3:C4_05790W_A:GAT1:PPS1:C4_06230C_A:SEC3:C4_06440C_A:BUD2:C5_00760W_A:FCR3:TAC1:ZNC1:C5_02450W_A:C5_02510C_A:PUT1:RAD9:C5_02750C_A:GYP8:C5_03140C_A:ZCF14:ZCF13:FGR27:C5_03970W_A:MID1:C5_04050W_A:C5_04870W_A:PPR1:C6_00170C_A:C6_00560W_A:C6_00700C_A:C6_00710W_A:SEC8:SEC9:VPS15:C6_01470W_A:TRY5:C6_01620W_A:SLM2:C6_02140W_A:C6_02160W_A:C6_02680W_A:C6_02720C_A:RAV2:C6_03000C_A:PEP3:C6_03050C_A:C6_03300C_A:C6_03320W_A:C6_03330C_A:C6_03420W_A:C6_03430C_A:C6_03520C_A:C6_03780C_A:C6_04120C_A:SEC5:C6_04290W_A:C6_04370W_A:RIM15:C7_00790W_A:C7_00810W_A:C7_00840C_A:C7_01070C_A:GCN2:C7_02220C_A:YPS7:TEP1:BCK1:CYR1:HSM3:PNC1:C7_03780C_A:SLA2:CM_00250W:CRM1:NTH1:PHO81:CR_00600C_A:CCE1:SLN1:CR_01080W_A:CR_01170W_A:CDC27:CDC4:CR_01720W_A:CR_02510W_A:ASG1:CR_02570C_A:CR_02630C_A:INN1:CR_02800C_A:VTC3:CR_03730C_A:DIT1:CR_04760C_A:MVB12:PEX14:MED5:FGR14:CR_05730C_A:ADP1:CR_05980W_A:SOK1:PPZ1:BCR1:CR_06470W_A:CR_06520C_A:RGS2:CR_06640C_A:DSL1:CR_07350W_A:MNL1:TSC11:CR_09140C_A:AXL1:CR_09490W_A:CR_09570W_A:PCD1:CR_10180W_A:CR_10190C_A	16237:32581:6261:32889:60258:36278:1902426:45324:737:1900443:6497:31939:30447:1932:463:55085:43409:7004:35653:33047:6882:16239:42766:55088:7039:30174:43066:45471:1990236:51666:30968:34497:31030:71285:31497:10994:10674:1903452:7029:19358:1900239:6033:6003:33121:7155:1903833:70785:31929:32995:71470:34198:1904380:706:6351:30466:90481:1905530:10619:31940:8053:10526:34517:10697:6302:31571:90294:30242:10570:96:36177:9651:70783:1900228:51646:10507:10603:72431:160:6276:15807:2143:9060:43619:288:51568:723:34316:31578:70887:2000220:44804:15937:30970:6348:6688:1900231:6537:46777:43087:7021:43966:480:70058:6303:2000059:6388:6260:77:70987:71596:34501:6970:10636:35024:60237:45:30437:33260:7033:36168:6457:70550:7186:61419:70784:2000235:1:51447:32880:70786:71432:46685:10606:1900198:34729:10737:43065:35519:1904359:16485:6895:10525:31047:6810:44783:6797:61509:301:436:10620:43044:10447:48260:6357:43618:48210:2000158:36178:1900439:1900445:18106:51726:51701:44550:6913:61408:161:2000786:6821:1990116:9268:51039:45454:7052:6486:34499:30476:16197:71260:6145:1903467:1927:6612:16242:6336:8152:10133:6816:35616:34087:30010:71255:1900189:46686:38203:9847:43666:36244:16575:1900432:32443:1900428:43161:2000134:6301:98703:30473:1900399:6383:33554:51017:7059:16567:44409:1904659:82:710:7076:75308:6904:1900237:1904803:36010:9267:6298:32000:42908:2181:6829:31573:6314:10515:2000185:45727:42273:31145:1900233:36170:956:71244:44407:256:35973:920:51276:6990:30448:5975:6513:72583:8380:1900102:31496:8298:46854:36086:36267:1682:16479:51457:30435:31384:10768:61429:43328:6629:1900241:61641:1900442:55089:51168:6487:36297:45053:52163:31505:18345:31321:71322:35306:2000232:16560:71383:34727:72741:60628:97466:34976:6406:1903044:71763:1902600:7265:1900429:31146:16973:35543:36474:19388:6446:36003:2098:71453:70941:10508:7124:90089:61158:31134:71465:42493:7165:51382:46355:70452:120174:425:42318:1904332:60211:6883:6417:2000238:7096:31648:71311:43162:9410:6974:51038:6006:1905786:1905342:6890:45944:71562:55:921:46580:6281:48315:19432:70973:6333:1402:70417:70791:11:30950:33523:71459:15031:30474:90630:1990854:43254:2000060:34307:7121:7232:16233:1990344:43248:7188:6893:44182:1903501:727:46827:10995:1080:6511:35023:70481:42276:34629:42148:16071:6906:280:16480:6914:6366:1901992:44528:45721:30643:6611:7089:34599:8643:1558:1904262:61395:36508:754:43555:6796:10793:51601:71507:71257:61186:34613:6508:6879:110027:31930:61025:61406:97320:18393:19220:45719:51389:6282:7346:71851:433:1905779:32436:30433:34498:9306:61136:43547:6891:6888:61709:423:70880:266:70536:42149:10796:6979:47484:18105:71472:71400:422:6562:51321:6999:120151:750:10468:34067:71252:6396:140255:30148:36228:188:32120:44267:71629:36164:9058:6000:35871:338:70676:7005:1904263:34622:6817:16050:31860:9652:32956:42783:70651:60917:1904668:1905287:6506:72671:6470:755:51865:8104:122:281:1403:70682:70816:44419:183:7015:1905533:472:2000219:411:1903077:6397:1902499:32878:97308:43709:30036:6270:6621:45762:97316:48017:30011:16579:10992:38032:71406:72715:1903778:45807:97271:6338:6468:51056:7234:7035:1904382:71467:35103:707:34605:6995:6887:30952:1900436:51453:10795:321:36166:86:44406:6360:7154:289:6368:7094:71474:729:2:19933:51788:435:100002:35405:186:61188:2000203:147:6696:10811:749:10791:6355:5993:32258:48543:48208:44805:44011:282:7264:16573:48309:8654:6896:6799:16578:6278:10514:32200:6624:36171:7120:209:61412:36092:16236:117:1904669:80135:7584:71469:90579:1990625:2000156:7131:31297:43200:1900376:45893:32968:42144:70940:6886:713:32048:71849:10794:71216:1990181:7034:6808:97745:6310:70649:7163:45723:42147:1904524:43937:72659:42546:34389:35970:2001159:19433:99022:7088:6289:35556:6623:1903364:1900430:70:9826:10673:34644:36180:31106:909:7118:70086:71902:42138:120113:61587:48313:35335:32186:8652:6171:71630:35542:32873:6897:32511:45842:31508:51974:6469:44088:35690:6633:196:16192
